Virus name,Accession ID,Pango lineage,Country,State,Date,surveillance,Variant,epiweek
hCoV-19/Canada/QC-L00385280001/2021|EPI_ISL_5898098|2021-08-31,EPI_ISL_5898098,B.1.621,Canada,Quebec,2021-08-31,background_sequences,Mu,88
hCoV-19/Canada/QC-1nEAQ-968006/2021|EPI_ISL_10878396|2021-09-11,EPI_ISL_10878396,B.1.621.2,Canada,Quebec,2021-09-11,background_sequences,Mu,89
hCoV-19/Canada/QC-1nDJXQ-2125605316A/2021|EPI_ISL_7664076|2021-09-13,EPI_ISL_7664076,B.1.621,Canada,Quebec,2021-09-13,background_sequences,Mu,90
hCoV-19/Canada/QC-1nIOU-B3150838/2021|EPI_ISL_7662503|2021-09-14,EPI_ISL_7662503,B.1.621,Canada,Quebec,2021-09-14,background_sequences,Mu,90
hCoV-19/Canada/QC-1nDJXQ-2125501828A/2021|EPI_ISL_7664074|2021-09-12,EPI_ISL_7664074,B.1.621,Canada,Quebec,2021-09-12,background_sequences,Mu,90
hCoV-19/France/IDF-CERBAHC-JJ3TG-S21/2021|EPI_ISL_2600375|2021-04-28,EPI_ISL_2600375,B.1.621,France,Ile-de-France,2021-04-28,background_sequences,Mu,70
hCoV-19/France/ARA-HCL021102330101/2021|EPI_ISL_2626466|2021-05-28,EPI_ISL_2626466,B.1.621,France,Auvergne-Rhone-Alpes,2021-05-28,background_sequences,Mu,74
hCoV-19/France/BRE-CHUP-8600187953/2021|EPI_ISL_6124117|2021-05-31,EPI_ISL_6124117,B.1.621.1,France,Bretagne,2021-05-31,background_sequences,Mu,75
hCoV-19/France/ARA-CHUGA-1063947564/2021|EPI_ISL_2835967|2021-06-14,EPI_ISL_2835967,B.1.621,France,Auvergne-Rhone-Alpes,2021-06-14,background_sequences,Mu,77
hCoV-19/France/OCC-L52GN1761815/2021|EPI_ISL_2786928|2021-06-25,EPI_ISL_2786928,B.1.621,France,Occitanie,2021-06-25,background_sequences,Mu,78
hCoV-19/France/HDF-P223-21264M0187/2021|EPI_ISL_3061862|2021-06-28,EPI_ISL_3061862,B.1.621,France,Hauts-de-France,2021-06-28,background_sequences,Mu,79
hCoV-19/France/NOR-76423637/2021|EPI_ISL_5062464|2021-06-30,EPI_ISL_5062464,B.1.621,France,Normandie,2021-06-30,background_sequences,Mu,79
hCoV-19/France/HDF-P225-21264M0189/2021|EPI_ISL_3061864|2021-06-29,EPI_ISL_3061864,B.1.621,France,Hauts-de-France,2021-06-29,background_sequences,Mu,79
hCoV-19/France/HDF-P222-21264M0186/2021|EPI_ISL_3061861|2021-06-29,EPI_ISL_3061861,B.1.621,France,Hauts-de-France,2021-06-29,background_sequences,Mu,79
hCoV-19/France/HDF-P224-21264M0188/2021|EPI_ISL_3061863|2021-06-28,EPI_ISL_3061863,B.1.621,France,Hauts-de-France,2021-06-28,background_sequences,Mu,79
hCoV-19/France/OCC-ChuMtp-99216369307/2021|EPI_ISL_11108131|2021-07-10,EPI_ISL_11108131,BB.2,France,Occitanie,2021-07-10,background_sequences,Mu,80
hCoV-19/France/HDF-IPP15302/2021|EPI_ISL_3061859|2021-07-05,EPI_ISL_3061859,B.1.621,France,Hauts-de-France,2021-07-05,background_sequences,Mu,80
hCoV-19/France/IDF-HMN-21072080209/2021|EPI_ISL_431154|2021-07-05,EPI_ISL_431154,B.1.621,France,Ile-de-France,2021-07-05,background_sequences,Mu,80
hCoV-19/France/HDF-IPP15301/2021|EPI_ISL_3061858|2021-07-05,EPI_ISL_3061858,B.1.621,France,Hauts-de-France,2021-07-05,background_sequences,Mu,80
hCoV-19/France/IDF-HMN-21072080210/2021|EPI_ISL_3024867|2021-07-05,EPI_ISL_3024867,B.1.621,France,Ile-de-France,2021-07-05,background_sequences,Mu,80
hCoV-19/France/OCC-ChuMtp-99211952666/2021|EPI_ISL_11108132|2021-07-14,EPI_ISL_11108132,BB.2,France,Occitanie,2021-07-14,background_sequences,Mu,81
hCoV-19/France/OCC-CHU-TLS-2119414725/2021|EPI_ISL_3383406|2021-07-13,EPI_ISL_3383406,B.1.621.1,France,Occitanie,2021-07-13,background_sequences,Mu,81
hCoV-19/France/OCC-NI-2107292017/2021|EPI_ISL_3838194|2021-07-29,EPI_ISL_3838194,B.1.621,France,Occitanie,2021-07-29,background_sequences,Mu,83
hCoV-19/France/ARA-HCL021140395901/2021|EPI_ISL_3472780|2021-07-29,EPI_ISL_3472780,B.1.621,France,Auvergne-Rhone-Alpes,2021-07-29,background_sequences,Mu,83
hCoV-19/France/IDF-IPP21233/2021|EPI_ISL_3801473|2021-07-30,EPI_ISL_3801473,B.1.621,France,Ile-de-France,2021-07-30,background_sequences,Mu,83
hCoV-19/France/OCC-NI-2107290832/2021|EPI_ISL_3838195|2021-07-29,EPI_ISL_3838195,B.1.621,France,Occitanie,2021-07-29,background_sequences,Mu,83
hCoV-19/France/PAC-IHUMI-3964/2021|EPI_ISL_8033762|2021-07-27,EPI_ISL_8033762,B.1.621,France,Provence-Alpes-Cote d Azur,2021-07-27,background_sequences,Mu,83
hCoV-19/France/ARA-HCL021143257901/2021|EPI_ISL_3635412|2021-08-02,EPI_ISL_3635412,B.1.621,France,Auvergne-Rhone-Alpes,2021-08-02,background_sequences,Mu,84
hCoV-19/France/IDF-IPP23299/2021|EPI_ISL_3999861|2021-08-17,EPI_ISL_3999861,B.1.621,France,Ile-de-France,2021-08-17,background_sequences,Mu,86
hCoV-19/France/CVL-IPP25778/2021|EPI_ISL_4412229|2021-08-31,EPI_ISL_4412229,B.1.621.1,France,Centre Val de Loire,2021-08-31,background_sequences,Mu,88
hCoV-19/France/CVL-IPP25781/2021|EPI_ISL_4412231|2021-08-31,EPI_ISL_4412231,B.1.621.1,France,Centre Val de Loire,2021-08-31,background_sequences,Mu,88
hCoV-19/France/CVL-IPP25777/2021|EPI_ISL_4412226|2021-08-31,EPI_ISL_4412226,B.1.621.1,France,Centre Val de Loire,2021-08-31,background_sequences,Mu,88
hCoV-19/Panama/GMI-PA16168/2021|EPI_ISL_4744620|2021-03-26,EPI_ISL_4744620,B.1.621,Panama,Metropolitan,2021-03-26,background_sequences,Mu,65
hCoV-19/Panama/GMI-PACOVIDVIRO608/2021|EPI_ISL_5196329|2021-04-01,EPI_ISL_5196329,B.1.621,Panama,Metropolitan,2021-04-01,background_sequences,Mu,66
hCoV-19/Panama/GMI-PACOVIDVIRO609/2021|EPI_ISL_5196321|2021-04-01,EPI_ISL_5196321,B.1.621,Panama,Metropolitan,2021-04-01,background_sequences,Mu,66
hCoV-19/Panama/GMI-PACOVIDVIRO626/2021|EPI_ISL_5196322|2021-04-05,EPI_ISL_5196322,B.1.621,Panama,Metropolitan,2021-04-05,background_sequences,Mu,67
hCoV-19/Panama/GMI-PACOVIDVIRO621/2021|EPI_ISL_5196330|2021-04-05,EPI_ISL_5196330,B.1.621,Panama,Metropolitan,2021-04-05,background_sequences,Mu,67
hCoV-19/Panama/GMI-PACOVIDVIRO649/2021|EPI_ISL_5196324|2021-04-10,EPI_ISL_5196324,B.1.621,Panama,Metropolitan,2021-04-10,background_sequences,Mu,67
hCoV-19/Panama/GMI-PACOVIDVIRO633/2021|EPI_ISL_5196323|2021-04-06,EPI_ISL_5196323,B.1.621,Panama,Metropolitan,2021-04-06,background_sequences,Mu,67
hCoV-19/Panama/GMI-PACOVIDVIRO674/2021|EPI_ISL_5196325|2021-04-13,EPI_ISL_5196325,B.1.621,Panama,Metropolitan,2021-04-13,background_sequences,Mu,68
hCoV-19/Panama/GMI-PACOVIDVIRO683/2021|EPI_ISL_5196326|2021-04-16,EPI_ISL_5196326,B.1.621.1,Panama,Metropolitan,2021-04-16,background_sequences,Mu,68
hCoV-19/Panama/GMI-PACOVIDVIRO675/2021|EPI_ISL_5196319|2021-04-13,EPI_ISL_5196319,B.1.621,Panama,Metropolitan,2021-04-13,background_sequences,Mu,68
hCoV-19/Panama/GMI-PAM8569/2021|EPI_ISL_5196328|2021-04-24,EPI_ISL_5196328,B.1.621,Panama,Metropolitan,2021-04-24,background_sequences,Mu,69
hCoV-19/Panama/GMI-PACOVIDVIRO703/2021|EPI_ISL_5196318|2021-04-20,EPI_ISL_5196318,B.1.621,Panama,Metropolitan,2021-04-20,background_sequences,Mu,69
hCoV-19/Panama/GMI-PACOVIDVIRO702/2021|EPI_ISL_5196317|2021-04-20,EPI_ISL_5196317,B.1.621,Panama,Metropolitan,2021-04-20,background_sequences,Mu,69
hCoV-19/Panama/GMI-PACOVIDVIRO829/2021|EPI_ISL_5196331|2021-04-30,EPI_ISL_5196331,B.1.621,Panama,Metropolitan,2021-04-30,background_sequences,Mu,70
hCoV-19/Panama/GMI-PA736272/2021|EPI_ISL_5196320|2021-04-28,EPI_ISL_5196320,B.1.621,Panama,Metropolitan,2021-04-28,background_sequences,Mu,70
hCoV-19/Panama/GMI-PACOVIDVIRO711/2021|EPI_ISL_5196327|2021-04-25,EPI_ISL_5196327,B.1.621,Panama,Metropolitan,2021-04-25,background_sequences,Mu,70
hCoV-19/Panama/PA738660-GMI/2021|EPI_ISL_11686196|2021-05-07,EPI_ISL_11686196,B.1.621,Panama,Panama City,2021-05-07,background_sequences,Mu,71
hCoV-19/Panama/GMI-PACOVIDVIRO831/2021|EPI_ISL_11681792|2021-05-03,EPI_ISL_11681792,B.1.621,Panama,Panama Center,2021-05-03,background_sequences,Mu,71
hCoV-19/Panama/GMI-PA738660/2021|EPI_ISL_11681710|2021-05-07,EPI_ISL_11681710,B.1.621,Panama,Panama Center,2021-05-07,background_sequences,Mu,71
hCoV-19/Panama/GMI-PA739326/2021|EPI_ISL_11681712|2021-05-10,EPI_ISL_11681712,B.1.621,Panama,Panama Center,2021-05-10,background_sequences,Mu,72
hCoV-19/Panama/GMI-PA739631/2021|EPI_ISL_11681720|2021-05-11,EPI_ISL_11681720,B.1.621,Panama,Guna Yala,2021-05-11,background_sequences,Mu,72
hCoV-19/Panama/PA739326-GMI/2021|EPI_ISL_11686198|2021-05-10,EPI_ISL_11686198,B.1.621,Panama,Panama City,2021-05-10,background_sequences,Mu,72
hCoV-19/Panama/PA739631-GMI/2021|EPI_ISL_11686206|2021-05-11,EPI_ISL_11686206,B.1.621,Panama,Guna Yala,2021-05-11,background_sequences,Mu,72
hCoV-19/Panama/GMI-PACOVIDVIRO844/2021|EPI_ISL_11681797|2021-05-10,EPI_ISL_11681797,B.1.621,Panama,Panama Center,2021-05-10,background_sequences,Mu,72
hCoV-19/Panama/GMI-PACOVIDVIRO912/2021|EPI_ISL_11681802|2021-05-20,EPI_ISL_11681802,B.1.621,Panama,Panama Center,2021-05-20,background_sequences,Mu,73
hCoV-19/Panama/GMI-PACH99028/2021|EPI_ISL_11696044|2021-05-22,EPI_ISL_11696044,B.1.621,Panama,Chiriqui,2021-05-22,background_sequences,Mu,73
hCoV-19/Panama/GMI-PACOVIDVIRO904/2021|EPI_ISL_11681800|2021-05-20,EPI_ISL_11681800,B.1.621,Panama,Panama Center,2021-05-20,background_sequences,Mu,73
hCoV-19/Panama/GMI-PAM14316/2021|EPI_ISL_11681842|2021-05-17,EPI_ISL_11681842,B.1.621,Panama,Panama North,2021-05-17,background_sequences,Mu,73
hCoV-19/Panama/GMI-PACOVIDVIRO994/2021|EPI_ISL_11681818|2021-05-29,EPI_ISL_11681818,B.1.621,Panama,Panama Center,2021-05-29,background_sequences,Mu,74
hCoV-19/Panama/GMI-PACOVIDVIRO997/2021|EPI_ISL_11681820|2021-05-29,EPI_ISL_11681820,B.1.621,Panama,Panama Center,2021-05-29,background_sequences,Mu,74
hCoV-19/Panama/GMI-PA744897/2021|EPI_ISL_11681747|2021-05-26,EPI_ISL_11681747,B.1.621,Panama,Panama Center,2021-05-26,background_sequences,Mu,74
hCoV-19/Panama/PA744897-GMI/2021|EPI_ISL_11686233|2021-05-26,EPI_ISL_11686233,B.1.621,Panama,Panama City,2021-05-26,background_sequences,Mu,74
hCoV-19/Panama/GMI-PACOVIDVIRO949/2021|EPI_ISL_11681804|2021-05-25,EPI_ISL_11681804,B.1.621,Panama,Panama Center,2021-05-25,background_sequences,Mu,74
hCoV-19/Panama/PAM18765-GMI/2021|EPI_ISL_11686446|2021-06-01,EPI_ISL_11686446,B.1.621,Panama,Panama Center,2021-06-01,background_sequences,Mu,75
hCoV-19/Panama/PA2030A-GMI/2021|EPI_ISL_11686135|2021-05-30,EPI_ISL_11686135,B.1.621,Panama,Panama City,2021-05-30,background_sequences,Mu,75
hCoV-19/Panama/PA746438-GMI/2021|EPI_ISL_11686239|2021-05-30,EPI_ISL_11686239,B.1.621,Panama,Panama City,2021-05-30,background_sequences,Mu,75
hCoV-19/Panama/GMI-PACOVIDVIRO1009/2021|EPI_ISL_11681788|2021-05-30,EPI_ISL_11681788,B.1.621,Panama,Panama Center,2021-05-30,background_sequences,Mu,75
hCoV-19/Panama/GMI-PA746438/2021|EPI_ISL_11681753|2021-05-30,EPI_ISL_11681753,B.1.621,Panama,Panama Center,2021-05-30,background_sequences,Mu,75
hCoV-19/Panama/PAM23230-GMI/2021|EPI_ISL_11686457|2021-06-12,EPI_ISL_11686457,B.1.621,Panama,Panama Center,2021-06-12,background_sequences,Mu,76
hCoV-19/Panama/PA752253-GMI/2021|EPI_ISL_11686387|2021-06-10,EPI_ISL_11686387,B.1.621,Panama,Panama Center,2021-06-10,background_sequences,Mu,76
hCoV-19/Panama/GMI-PASEQ39/2021|EPI_ISL_11695575|2021-06-08,EPI_ISL_11695575,B.1.621,Panama,Panama City,2021-06-08,background_sequences,Mu,76
hCoV-19/Panama/PA752345-GMI/2021|EPI_ISL_11686388|2021-06-10,EPI_ISL_11686388,B.1.621,Panama,San Miguelito,2021-06-10,background_sequences,Mu,76
hCoV-19/Panama/PAM20999-GMI/2021|EPI_ISL_11686450|2021-06-08,EPI_ISL_11686450,B.1.621,Panama,Panama North,2021-06-08,background_sequences,Mu,76
hCoV-19/Panama/PAM24316-GMI/2021|EPI_ISL_11686463|2021-06-15,EPI_ISL_11686463,B.1.621,Panama,Panama Center,2021-06-15,background_sequences,Mu,77
hCoV-19/Panama/PACH97417-GMI/2021|EPI_ISL_11686432|2021-06-16,EPI_ISL_11686432,B.1.621,Panama,Chiriqui,2021-06-16,background_sequences,Mu,77
hCoV-19/Panama/PA754602-GMI/2021|EPI_ISL_11686395|2021-06-15,EPI_ISL_11686395,B.1.621,Panama,Panama Center,2021-06-15,background_sequences,Mu,77
hCoV-19/Panama/PACH97150-GMI/2021|EPI_ISL_11686431|2021-06-14,EPI_ISL_11686431,B.1.621,Panama,Chiriqui,2021-06-14,background_sequences,Mu,77
hCoV-19/Panama/PA754722-GMI/2021|EPI_ISL_11686396|2021-06-15,EPI_ISL_11686396,B.1.621,Panama,Panama West,2021-06-15,background_sequences,Mu,77
hCoV-19/Panama/PASEQ122-GMI/2021|EPI_ISL_11686489|2021-06-26,EPI_ISL_11686489,B.1.621,Panama,Panama Center,2021-06-26,background_sequences,Mu,78
hCoV-19/Panama/PA757848-GMI/2021|EPI_ISL_11686408|2021-06-23,EPI_ISL_11686408,B.1.621,Panama,Panama Center,2021-06-23,background_sequences,Mu,78
hCoV-19/Panama/PA756527-GMI/2021|EPI_ISL_11686400|2021-06-20,EPI_ISL_11686400,B.1.621,Panama,Cocle,2021-06-20,background_sequences,Mu,78
hCoV-19/Panama/PA758367-GMI/2021|EPI_ISL_11686413|2021-06-24,EPI_ISL_11686413,B.1.621,Panama,Panama Center,2021-06-24,background_sequences,Mu,78
hCoV-19/Panama/PA757973-GMI/2021|EPI_ISL_11686411|2021-06-23,EPI_ISL_11686411,B.1.621,Panama,Colon,2021-06-23,background_sequences,Mu,78
hCoV-19/Panama/PA760363-GMI/2021|EPI_ISL_11686241|2021-06-28,EPI_ISL_11686241,B.1.621,Panama,San Miguelito,2021-06-28,background_sequences,Mu,79
hCoV-19/Panama/PA761893-GMI/2021|EPI_ISL_11686247|2021-07-03,EPI_ISL_11686247,B.1.621,Panama,Cocle,2021-07-03,background_sequences,Mu,79
hCoV-19/Panama/PA760658-GMI/2021|EPI_ISL_11686243|2021-06-29,EPI_ISL_11686243,B.1.621,Panama,Panama City,2021-06-29,background_sequences,Mu,79
hCoV-19/Panama/PA760560-GMI/2021|EPI_ISL_11686242|2021-06-28,EPI_ISL_11686242,B.1.621,Panama,Panama City,2021-06-28,background_sequences,Mu,79
hCoV-19/Panama/PA761408-GMI/2021|EPI_ISL_11686246|2021-07-02,EPI_ISL_11686246,B.1.621,Panama,Panama City,2021-07-02,background_sequences,Mu,79
hCoV-19/Panama/PA762238-GMI/2021|EPI_ISL_11686251|2021-07-04,EPI_ISL_11686251,B.1.621,Panama,Panama West,2021-07-04,background_sequences,Mu,80
hCoV-19/Panama/PA762860-GMI/2021|EPI_ISL_11686253|2021-07-05,EPI_ISL_11686253,B.1.621,Panama,Cocle,2021-07-05,background_sequences,Mu,80
hCoV-19/Panama/PA763773-GMI/2021|EPI_ISL_11686257|2021-07-10,EPI_ISL_11686257,B.1.621,Panama,Cocle,2021-07-10,background_sequences,Mu,80
hCoV-19/Panama/PA763499-GMI/2021|EPI_ISL_11686255|2021-07-10,EPI_ISL_11686255,B.1.621,Panama,San Miguelito,2021-07-10,background_sequences,Mu,80
hCoV-19/Panama/PA763799-GMI/2021|EPI_ISL_11686258|2021-07-10,EPI_ISL_11686258,B.1.621,Panama,Cocle,2021-07-10,background_sequences,Mu,80
hCoV-19/Panama/PA765396-GMI/2021|EPI_ISL_11686262|2021-07-12,EPI_ISL_11686262,B.1.621,Panama,Cocle,2021-07-12,background_sequences,Mu,81
hCoV-19/Panama/PA765763-GMI/2021|EPI_ISL_11686263|2021-07-13,EPI_ISL_11686263,B.1.621,Panama,Panama City,2021-07-13,background_sequences,Mu,81
hCoV-19/Panama/PA6240-GMI/2021|EPI_ISL_11686168|2021-07-12,EPI_ISL_11686168,B.1.621,Panama,Los Santos,2021-07-12,background_sequences,Mu,81
hCoV-19/Panama/PA351-GMI/2021|EPI_ISL_11686143|2021-07-13,EPI_ISL_11686143,B.1.621,Panama,Los Santos,2021-07-13,background_sequences,Mu,81
hCoV-19/Panama/PA764229-GMI/2021|EPI_ISL_11686260|2021-07-11,EPI_ISL_11686260,B.1.621.1,Panama,Colon,2021-07-11,background_sequences,Mu,81
hCoV-19/Panama/PA768229-GMI/2021|EPI_ISL_11686272|2021-07-24,EPI_ISL_11686272,B.1.621,Panama,San Miguelito,2021-07-24,background_sequences,Mu,82
hCoV-19/Panama/GMI-PASEQ221/2021|EPI_ISL_11695468|2021-07-19,EPI_ISL_11695468,B.1.621,Panama,Veraguas,2021-07-19,background_sequences,Mu,82
hCoV-19/Panama/PA767647-GMI/2021|EPI_ISL_11686271|2021-07-19,EPI_ISL_11686271,B.1.621,Panama,Panama City,2021-07-19,background_sequences,Mu,82
hCoV-19/Panama/PA767359-GMI/2021|EPI_ISL_11686269|2021-07-18,EPI_ISL_11686269,B.1.621,Panama,Panama West,2021-07-18,background_sequences,Mu,82
hCoV-19/Panama/GMI-PASEQ218/2021|EPI_ISL_11695465|2021-07-19,EPI_ISL_11695465,B.1.621,Panama,Panama City,2021-07-19,background_sequences,Mu,82
hCoV-19/Panama/GMI-PASEQ273/2021|EPI_ISL_11695507|2021-07-30,EPI_ISL_11695507,B.1.621,Panama,Cocle,2021-07-30,background_sequences,Mu,83
hCoV-19/Panama/GMI-PASEQ254/2021|EPI_ISL_11695497|2021-07-29,EPI_ISL_11695497,B.1.621,Panama,Los Santos,2021-07-29,background_sequences,Mu,83
hCoV-19/Panama/PA769182-GMI/2021|EPI_ISL_11686274|2021-07-26,EPI_ISL_11686274,B.1.621,Panama,Cocle,2021-07-26,background_sequences,Mu,83
hCoV-19/Panama/GMI-PASEQ259/2021|EPI_ISL_11695499|2021-07-29,EPI_ISL_11695499,B.1.621,Panama,Herrera,2021-07-29,background_sequences,Mu,83
hCoV-19/Panama/GMI-PASEQ251/2021|EPI_ISL_11695495|2021-07-26,EPI_ISL_11695495,B.1.621,Panama,Panama City,2021-07-26,background_sequences,Mu,83
hCoV-19/Panama/PA42331-GMI/2021|EPI_ISL_11686154|2021-08-02,EPI_ISL_11686154,B.1.621,Panama,Veraguas,2021-08-02,background_sequences,Mu,84
hCoV-19/Panama/PA42312-GMI/2021|EPI_ISL_11686153|2021-08-02,EPI_ISL_11686153,B.1.621,Panama,Veraguas,2021-08-02,background_sequences,Mu,84
hCoV-19/Panama/PA42334-GMI/2021|EPI_ISL_11686155|2021-08-02,EPI_ISL_11686155,B.1.621,Panama,Veraguas,2021-08-02,background_sequences,Mu,84
hCoV-19/Panama/PA42304-GMI/2021|EPI_ISL_11686152|2021-08-02,EPI_ISL_11686152,B.1.621,Panama,Veraguas,2021-08-02,background_sequences,Mu,84
hCoV-19/Panama/PA42424-GMI/2021|EPI_ISL_11686158|2021-08-06,EPI_ISL_11686158,B.1.621,Panama,Veraguas,2021-08-06,background_sequences,Mu,84
hCoV-19/Panama/PA774067-GMI/2021|EPI_ISL_11686291|2021-08-11,EPI_ISL_11686291,B.1.621,Panama,Panama City,2021-08-11,background_sequences,Mu,85
hCoV-19/Panama/PA773743-GMI/2021|EPI_ISL_11686290|2021-08-10,EPI_ISL_11686290,B.1.621,Panama,Panama City,2021-08-10,background_sequences,Mu,85
hCoV-19/Panama/PA772870-GMI/2021|EPI_ISL_11686283|2021-08-08,EPI_ISL_11686283,B.1.621,Panama,Cocle,2021-08-08,background_sequences,Mu,85
hCoV-19/Panama/PA772946-GMI/2021|EPI_ISL_11686286|2021-08-08,EPI_ISL_11686286,B.1.621,Panama,Panama West,2021-08-08,background_sequences,Mu,85
hCoV-19/Panama/PA773192-GMI/2021|EPI_ISL_11686288|2021-08-08,EPI_ISL_11686288,B.1.621,Panama,Panama City,2021-08-08,background_sequences,Mu,85
hCoV-19/Panama/PA774787-GMI/2021|EPI_ISL_11686294|2021-08-16,EPI_ISL_11686294,B.1.621,Panama,Colon,2021-08-16,background_sequences,Mu,86
hCoV-19/Panama/PA775234-GMI/2021|EPI_ISL_11686297|2021-08-21,EPI_ISL_11686297,B.1.621,Panama,San Miguelito,2021-08-21,background_sequences,Mu,86
hCoV-19/Panama/PA775187-GMI/2021|EPI_ISL_11686296|2021-08-18,EPI_ISL_11686296,B.1.621,Panama,Guna Yala,2021-08-18,background_sequences,Mu,86
hCoV-19/Panama/PA775481-GMI/2021|EPI_ISL_11686298|2021-08-21,EPI_ISL_11686298,B.1.621,Panama,Cocle,2021-08-21,background_sequences,Mu,86
hCoV-19/Panama/PA774885-GMI/2021|EPI_ISL_11686295|2021-08-17,EPI_ISL_11686295,B.1.621,Panama,Panama City,2021-08-17,background_sequences,Mu,86
hCoV-19/Panama/PA777264-GMI/2021|EPI_ISL_11686312|2021-08-28,EPI_ISL_11686312,B.1.621,Panama,Colon,2021-08-28,background_sequences,Mu,87
hCoV-19/Panama/PA776291-GMI/2021|EPI_ISL_11686304|2021-08-23,EPI_ISL_11686304,B.1.621,Panama,Panama West,2021-08-23,background_sequences,Mu,87
hCoV-19/Panama/PA775995-GMI/2021|EPI_ISL_11686300|2021-08-22,EPI_ISL_11686300,B.1.621,Panama,Cocle,2021-08-22,background_sequences,Mu,87
hCoV-19/Panama/PA776102-GMI/2021|EPI_ISL_11686301|2021-08-22,EPI_ISL_11686301,B.1.621,Panama,Panama City,2021-08-22,background_sequences,Mu,87
hCoV-19/Panama/PA777292-GMI/2021|EPI_ISL_11686314|2021-08-28,EPI_ISL_11686314,B.1.621.1,Panama,Colon,2021-08-28,background_sequences,Mu,87
hCoV-19/Panama/PA777308-GMI/2021|EPI_ISL_11686315|2021-08-29,EPI_ISL_11686315,B.1.621,Panama,Colon,2021-08-29,background_sequences,Mu,88
hCoV-19/Panama/PA778757-GMI/2021|EPI_ISL_11686320|2021-09-04,EPI_ISL_11686320,B.1.621,Panama,Cocle,2021-09-04,background_sequences,Mu,88
hCoV-19/Panama/PA778517-GMI/2021|EPI_ISL_11686319|2021-09-04,EPI_ISL_11686319,B.1.621,Panama,Panama City,2021-09-04,background_sequences,Mu,88
hCoV-19/Panama/GMI-PASEQ435/2021|EPI_ISL_11695603|2021-09-01,EPI_ISL_11695603,B.1.621,Panama,Los Santos,2021-09-01,background_sequences,Mu,88
hCoV-19/Panama/PA777704-GMI/2021|EPI_ISL_11686316|2021-08-30,EPI_ISL_11686316,B.1.621,Panama,Panama West,2021-08-30,background_sequences,Mu,88
hCoV-19/Panama/GMI-PASEQ491/2021|EPI_ISL_11695653|2021-09-10,EPI_ISL_11695653,B.1.621,Panama,Veraguas,2021-09-10,background_sequences,Mu,89
hCoV-19/Panama/GMI-PASEQ489/2021|EPI_ISL_11695651|2021-09-09,EPI_ISL_11695651,B.1.621,Panama,Veraguas,2021-09-09,background_sequences,Mu,89
hCoV-19/Panama/GMI-PASEQ490/2021|EPI_ISL_11695652|2021-09-10,EPI_ISL_11695652,B.1.621,Panama,Veraguas,2021-09-10,background_sequences,Mu,89
hCoV-19/Panama/GMI-PASEQ488/2021|EPI_ISL_11695650|2021-09-09,EPI_ISL_11695650,B.1.621,Panama,Veraguas,2021-09-09,background_sequences,Mu,89
hCoV-19/Panama/GMI-PASEQ482/2021|EPI_ISL_11695644|2021-09-05,EPI_ISL_11695644,B.1.621,Panama,Veraguas,2021-09-05,background_sequences,Mu,89
hCoV-19/Panama/GMI-PASEQ505/2021|EPI_ISL_11695662|2021-09-17,EPI_ISL_11695662,B.1.621,Panama,Herrera,2021-09-17,background_sequences,Mu,90
hCoV-19/Panama/GMI-PASEQ523/2021|EPI_ISL_11695676|2021-09-14,EPI_ISL_11695676,B.1.621,Panama,Veraguas,2021-09-14,background_sequences,Mu,90
hCoV-19/Panama/GMI-PASEQ501/2021|EPI_ISL_11695659|2021-09-17,EPI_ISL_11695659,B.1.621,Panama,Herrera,2021-09-17,background_sequences,Mu,90
hCoV-19/Panama/GMI-PASEQ506/2021|EPI_ISL_11695663|2021-09-17,EPI_ISL_11695663,B.1.621,Panama,Los Santos,2021-09-17,background_sequences,Mu,90
hCoV-19/Panama/PA779437-GMI/2021|EPI_ISL_11686327|2021-09-14,EPI_ISL_11686327,B.1.621,Panama,Panama City,2021-09-14,background_sequences,Mu,90
hCoV-19/Panama/GMI-PASEQ545/2021|EPI_ISL_11695694|2021-09-24,EPI_ISL_11695694,B.1.621,Panama,Colon,2021-09-24,background_sequences,Mu,91
hCoV-19/Panama/GMI-PAM84758/2021|EPI_ISL_11695784|2021-09-24,EPI_ISL_11695784,B.1.621,Panama,Panama City,2021-09-24,background_sequences,Mu,91
hCoV-19/Panama/PA780077-GMI/2021|EPI_ISL_11686337|2021-09-21,EPI_ISL_11686337,B.1.621,Panama,Panama City,2021-09-21,background_sequences,Mu,91
hCoV-19/Panama/GMI-PASEQ530/2021|EPI_ISL_11695683|2021-09-23,EPI_ISL_11695683,B.1.621,Panama,Herrera,2021-09-23,background_sequences,Mu,91
hCoV-19/Panama/PA780263-GMI/2021|EPI_ISL_11686340|2021-09-22,EPI_ISL_11686340,B.1.621,Panama,San Miguelito,2021-09-22,background_sequences,Mu,91
hCoV-19/Panama/GMI-PAM86302/2021|EPI_ISL_11696251|2021-09-28,EPI_ISL_11696251,B.1.621,Panama,Panama City,2021-09-28,background_sequences,Mu,92
hCoV-19/Panama/GMI-PASEQ550/2021|EPI_ISL_11695700|2021-09-30,EPI_ISL_11695700,B.1.621,Panama,Herrera,2021-09-30,background_sequences,Mu,92
hCoV-19/Panama/GMI-PASEQ549/2021|EPI_ISL_11695698|2021-09-30,EPI_ISL_11695698,B.1.621,Panama,Herrera,2021-09-30,background_sequences,Mu,92
